"Date","Price","Open","High","Low","Change %"
"Nov 14, 2018","682.48","691.33","692.00","682.14","-1.30%"
"Nov 13, 2018","691.50","687.64","693.99","684.98","0.57%"
"Nov 12, 2018","687.58","684.49","688.44","682.68","0.46%"
"Nov 09, 2018","684.46","677.75","685.17","677.75","0.99%"
"Nov 08, 2018","677.75","675.53","678.84","672.87","0.34%"
"Nov 07, 2018","675.47","680.40","680.40","673.20","-0.74%"
"Nov 06, 2018","680.50","679.38","682.65","677.25","0.16%"
"Nov 05, 2018","679.38","685.40","687.66","678.56","-0.94%"
"Nov 02, 2018","685.82","688.98","688.98","685.82","-0.38%"
"Nov 01, 2018","688.45","695.81","695.81","687.47","-1.08%"
"Oct 31, 2018","696.00","693.52","701.14","691.50","0.36%"
"Oct 30, 2018","693.52","693.48","695.42","691.34","0.01%"
"Oct 29, 2018","693.48","687.36","693.48","684.64","0.85%"
"Oct 26, 2018","687.64","687.61","693.63","686.93","0.05%"
"Oct 25, 2018","687.33","690.72","690.88","685.28","-0.47%"
"Oct 24, 2018","690.60","682.13","690.60","682.03","1.24%"
"Oct 23, 2018","682.13","682.35","687.67","681.88","-0.03%"
"Oct 22, 2018","682.35","679.74","683.73","675.99","0.37%"
"Oct 19, 2018","679.86","676.23","681.36","672.25","0.54%"
"Oct 18, 2018","676.23","673.79","677.68","670.36","0.38%"
"Oct 17, 2018","673.68","669.21","673.80","668.16","0.65%"
"Oct 16, 2018","669.33","676.12","677.35","667.13","-1.04%"
"Oct 15, 2018","676.34","680.06","680.32","676.34","-0.49%"
"Oct 12, 2018","679.65","683.28","683.28","675.20","-0.55%"
"Oct 11, 2018","683.42","688.31","688.31","680.09","-0.70%"
"Oct 10, 2018","688.25","680.75","688.25","680.33","1.10%"
"Oct 09, 2018","680.75","678.98","686.67","678.98","0.25%"
"Oct 08, 2018","679.08","676.00","683.15","675.12","0.46%"
"Oct 05, 2018","676.00","675.25","678.10","668.14","0.11%"
"Oct 04, 2018","675.25","663.92","676.83","663.16","1.72%"
"Oct 03, 2018","663.86","661.45","664.45","657.29","0.36%"
"Oct 02, 2018","661.48","658.79","662.49","655.27","0.41%"
"Oct 01, 2018","658.79","657.77","659.10","653.54","0.14%"
"Sep 28, 2018","657.84","659.96","664.05","656.20","-0.31%"
"Sep 27, 2018","659.90","663.06","665.49","658.11","-0.47%"
"Sep 26, 2018","663.00","666.63","668.89","660.53","-0.56%"
"Sep 25, 2018","666.75","673.25","675.54","666.64","-0.97%"
"Sep 24, 2018","673.25","666.34","673.50","664.74","0.98%"
"Sep 21, 2018","666.71","667.42","671.32","663.20","-0.04%"
"Sep 20, 2018","667.00","679.47","681.78","666.50","-1.88%"
"Sep 19, 2018","679.75","683.86","684.36","679.67","-0.60%"
"Sep 18, 2018","683.86","686.37","687.12","682.20","-0.35%"
"Sep 17, 2018","686.25","687.20","688.33","683.73","-0.11%"
"Sep 14, 2018","687.00","682.10","688.53","678.82","0.72%"
"Sep 13, 2018","682.06","689.20","689.20","679.58","-1.04%"
"Sep 12, 2018","689.20","696.84","696.84","687.03","-1.10%"
"Sep 11, 2018","696.90","696.44","701.19","695.98","0.08%"
"Sep 10, 2018","696.35","690.47","696.90","689.05","0.78%"
"Sep 07, 2018","690.93","687.30","693.83","684.84","0.58%"
"Sep 06, 2018","686.93","685.88","690.53","681.08","0.13%"
"Sep 05, 2018","686.05","692.30","696.70","685.95","-0.87%"
"Sep 04, 2018","692.10","683.06","696.26","683.06","1.30%"
"Sep 03, 2018","683.25","681.50","686.45","680.87","0.24%"
"Aug 31, 2018","681.62","679.55","683.88","677.08","0.31%"
"Aug 30, 2018","679.48","668.00","681.21","668.00","1.75%"
"Aug 29, 2018","667.79","663.10","668.39","662.99","0.73%"
"Aug 28, 2018","662.92","658.99","663.04","654.26","0.57%"
"Aug 27, 2018","659.15","660.79","662.25","654.88","-0.25%"
"Aug 24, 2018","660.79","669.80","669.80","659.59","-1.34%"
"Aug 23, 2018","669.75","661.96","670.08","661.89","1.16%"
"Aug 22, 2018","662.08","664.05","664.80","657.91","-0.29%"
"Aug 21, 2018","664.00","668.57","668.93","662.09","-0.67%"
"Aug 20, 2018","668.51","667.70","672.57","663.57","0.12%"
"Aug 17, 2018","667.70","669.39","671.81","665.24","-0.27%"
"Aug 16, 2018","669.50","669.45","672.25","662.25","0.27%"
"Aug 15, 2018","667.70","664.33","667.78","664.30","0.49%"
"Aug 14, 2018","664.42","660.41","665.49","656.99","0.62%"
"Aug 13, 2018","660.35","654.29","661.88","654.20","0.94%"
"Aug 10, 2018","654.20","647.08","656.00","646.87","1.11%"
"Aug 09, 2018","647.05","645.56","648.45","643.05","0.28%"
"Aug 08, 2018","645.23","643.12","645.91","642.41","0.33%"
"Aug 07, 2018","643.12","646.88","646.88","640.23","-0.58%"
"Aug 06, 2018","646.88","643.98","648.32","643.34","0.45%"
"Aug 03, 2018","643.98","645.17","645.85","641.92","-0.20%"
"Aug 02, 2018","645.28","642.92","647.63","642.03","0.36%"
"Aug 01, 2018","642.95","637.51","643.55","637.51","0.89%"
"Jul 31, 2018","637.25","638.59","641.62","635.92","-0.21%"
"Jul 30, 2018","638.60","643.21","643.21","636.56","-0.74%"
"Jul 27, 2018","643.36","647.48","649.15","641.09","-0.63%"
"Jul 26, 2018","647.42","646.08","649.65","644.53","0.21%"
"Jul 25, 2018","646.05","654.75","654.75","645.50","-1.33%"
"Jul 24, 2018","654.75","662.60","663.22","653.05","-1.11%"
"Jul 23, 2018","662.12","661.09","665.13","659.51","0.22%"
"Jul 20, 2018","660.68","663.79","663.79","656.47","-0.48%"
"Jul 19, 2018","663.85","652.75","664.83","652.75","1.70%"
"Jul 18, 2018","652.75","654.22","659.15","652.25","-0.17%"
"Jul 17, 2018","653.85","650.33","655.17","650.33","0.57%"
"Jul 16, 2018","650.13","650.28","651.28","648.88","-0.04%"
"Jul 13, 2018","650.42","649.23","651.73","646.84","0.20%"
"Jul 12, 2018","649.09","653.12","653.12","645.75","-0.61%"
"Jul 11, 2018","653.08","648.36","654.55","646.65","0.74%"
"Jul 10, 2018","648.28","650.67","653.60","645.65","-0.35%"
"Jul 09, 2018","650.55","657.05","657.75","649.72","-0.97%"
"Jul 06, 2018","656.95","656.24","659.24","653.93","0.07%"
"Jul 05, 2018","656.48","651.39","658.09","649.29","0.75%"
"Jul 04, 2018","651.60","650.43","655.89","650.42","0.26%"
"Jul 03, 2018","649.88","657.55","658.05","648.95","-1.20%"
"Jul 02, 2018","657.75","654.05","659.22","653.40","0.58%"
"Jun 29, 2018","653.94","649.50","655.84","646.88","0.68%"
"Jun 28, 2018","649.50","646.32","650.17","645.23","0.51%"
"Jun 27, 2018","646.21","640.93","647.71","640.43","0.81%"
"Jun 26, 2018","641.02","638.71","641.57","637.54","0.37%"
"Jun 25, 2018","638.65","638.28","640.78","637.64","0.06%"
"Jun 22, 2018","638.25","640.07","640.07","635.72","-0.29%"
"Jun 21, 2018","640.12","640.44","642.25","636.43","-0.05%"
"Jun 20, 2018","640.44","640.20","641.50","636.57","0.05%"
"Jun 19, 2018","640.14","636.72","643.16","636.72","0.53%"
"Jun 18, 2018","636.75","632.62","639.08","632.62","0.64%"
"Jun 15, 2018","632.70","638.21","639.60","631.08","-0.86%"
"Jun 14, 2018","638.21","634.58","638.64","630.62","0.58%"
"Jun 13, 2018","634.50","637.55","638.45","632.12","-0.49%"
"Jun 12, 2018","637.60","633.34","638.02","630.90","0.69%"
"Jun 11, 2018","633.25","630.00","634.00","630.00","0.51%"
"Jun 08, 2018","630.05","631.09","632.03","628.68","-0.17%"
"Jun 07, 2018","631.14","628.14","633.38","626.29","0.52%"
"Jun 06, 2018","627.87","633.69","633.69","627.07","-0.93%"
"Jun 05, 2018","633.75","631.39","635.59","630.59","0.38%"
"Jun 04, 2018","631.34","631.47","631.93","628.10","-0.02%"
"Jun 01, 2018","631.49","630.59","634.36","629.66","0.14%"
"May 31, 2018","630.59","627.69","632.91","627.00","0.47%"
"May 30, 2018","627.62","629.79","629.98","625.52","-0.29%"
"May 29, 2018","629.45","624.42","630.45","624.40","0.80%"
"May 28, 2018","624.48","624.82","626.09","623.33","-0.04%"
"May 25, 2018","624.76","626.91","627.94","622.78","-0.33%"
"May 24, 2018","626.86","622.95","627.28","619.64","0.62%"
"May 23, 2018","623.00","624.20","629.85","621.14","-0.19%"
"May 22, 2018","624.20","636.80","636.80","623.23","-2.02%"
"May 21, 2018","637.05","637.74","637.88","635.99","-0.07%"
"May 18, 2018","637.50","632.73","639.02","632.10","0.76%"
"May 17, 2018","632.71","631.02","633.98","629.82","0.30%"
"May 16, 2018","630.79","632.79","636.12","629.03","-0.27%"
"May 15, 2018","632.50","625.36","636.17","624.73","1.13%"
"May 14, 2018","625.41","618.46","626.34","617.57","0.93%"
"May 11, 2018","619.63","623.58","623.58","616.13","-0.57%"
"May 10, 2018","623.20","634.46","634.46","622.80","-1.76%"
"May 09, 2018","634.38","634.40","635.00","630.23","-0.00%"
"May 08, 2018","634.40","629.45","639.58","628.68","0.79%"
"May 07, 2018","629.41","622.22","629.91","622.22","1.15%"
"May 04, 2018","622.25","618.54","622.57","618.54","0.60%"
"May 03, 2018","618.55","617.44","621.30","615.53","0.18%"
"May 02, 2018","617.42","616.22","619.40","614.75","0.58%"
"May 01, 2018","613.84","613.73","614.42","613.48","0.08%"
"Apr 30, 2018","613.36","606.18","614.37","606.18","1.19%"
"Apr 27, 2018","606.17","602.89","608.03","602.54","0.56%"
"Apr 26, 2018","602.78","604.03","605.09","602.50","-0.19%"
"Apr 25, 2018","603.94","599.04","605.39","599.04","0.89%"
"Apr 24, 2018","598.60","602.95","602.95","598.53","-0.73%"
"Apr 23, 2018","603.00","596.36","603.11","596.36","1.12%"
"Apr 20, 2018","596.34","595.42","597.64","595.08","0.16%"
"Apr 19, 2018","595.40","594.11","596.30","593.45","0.22%"
"Apr 18, 2018","594.08","596.54","596.54","593.40","-0.41%"
"Apr 17, 2018","596.52","596.04","596.80","594.47","0.07%"
"Apr 16, 2018","596.13","596.06","597.16","593.80","0.01%"
"Apr 13, 2018","596.06","596.78","596.78","593.89","-0.12%"
"Apr 12, 2018","596.78","597.68","599.45","595.56","-0.15%"
"Apr 11, 2018","597.68","600.34","601.90","596.85","-0.44%"
"Apr 10, 2018","600.35","604.24","604.24","599.97","-0.65%"
"Apr 09, 2018","604.25","604.73","606.36","602.76","-0.08%"
"Apr 06, 2018","604.75","603.86","606.26","603.78","0.14%"
"Apr 05, 2018","603.88","602.76","604.12","601.20","0.18%"
"Apr 04, 2018","602.81","602.80","606.25","602.35","0.01%"
"Apr 03, 2018","602.75","605.50","605.69","602.15","-0.42%"
"Apr 02, 2018","605.28","604.00","607.07","602.10","0.23%"
"Mar 30, 2018","603.90","603.90","604.00","603.90","0.00%"
"Mar 29, 2018","603.90","604.65","605.80","602.60","-0.04%"
"Mar 28, 2018","604.13","606.91","607.53","604.13","-0.36%"
"Mar 27, 2018","606.30","605.18","607.17","604.38","0.26%"
"Mar 26, 2018","604.70","608.79","609.65","604.16","-0.60%"
"Mar 23, 2018","608.38","609.03","609.53","606.95","-0.11%"
"Mar 22, 2018","609.08","604.18","609.15","603.90","0.82%"
"Mar 21, 2018","604.15","609.90","609.90","603.47","-0.96%"
"Mar 20, 2018","609.98","609.40","611.28","608.13","0.11%"
"Mar 19, 2018","609.33","608.41","610.78","608.39","0.14%"
"Mar 16, 2018","608.47","605.65","608.59","605.24","0.47%"
"Mar 15, 2018","605.60","601.43","606.23","601.24","0.70%"
"Mar 14, 2018","601.40","603.02","603.11","599.61","-0.28%"
"Mar 13, 2018","603.06","603.82","604.47","600.02","-0.13%"
"Mar 12, 2018","603.85","602.37","604.95","602.37","0.27%"
"Mar 09, 2018","602.25","606.24","606.25","601.73","-0.65%"
"Mar 08, 2018","606.21","603.25","607.06","603.25","0.48%"
"Mar 07, 2018","603.30","600.20","603.68","600.20","0.52%"
"Mar 06, 2018","600.20","598.45","600.33","593.68","0.31%"
"Mar 05, 2018","598.35","598.82","601.80","597.55","-0.07%"
"Mar 02, 2018","598.75","595.85","599.38","593.98","0.49%"
"Mar 01, 2018","595.85","594.92","597.65","594.03","0.16%"
"Feb 28, 2018","594.92","592.38","595.11","590.60","0.47%"
"Feb 27, 2018","592.13","587.47","592.86","587.08","0.75%"
"Feb 26, 2018","587.73","590.20","590.20","587.00","-0.47%"
"Feb 23, 2018","590.50","592.60","594.10","590.20","-0.29%"
"Feb 22, 2018","592.23","594.83","596.34","592.17","-0.53%"
"Feb 21, 2018","595.38","595.33","596.48","593.49","0.02%"
"Feb 20, 2018","595.25","594.73","597.30","594.12","0.13%"
"Feb 19, 2018","594.50","593.58","595.73","593.58","0.18%"
"Feb 16, 2018","593.45","592.90","593.78","591.60","0.01%"
"Feb 15, 2018","593.38","594.27","594.73","590.89","-0.08%"
"Feb 14, 2018","593.88","598.17","599.65","593.88","-0.72%"
"Feb 13, 2018","598.20","597.95","598.20","594.05","0.03%"
"Feb 12, 2018","598.02","604.54","604.54","597.94","-1.11%"
"Feb 09, 2018","604.75","603.30","605.91","601.50","0.27%"
"Feb 08, 2018","603.15","598.80","604.05","597.85","0.65%"
"Feb 07, 2018","599.26","599.28","600.11","593.83","-0.01%"
"Feb 06, 2018","599.29","602.72","604.16","599.17","-0.57%"
"Feb 05, 2018","602.70","603.00","605.25","600.60","-0.02%"
"Feb 02, 2018","602.80","597.30","604.05","596.70","0.84%"
"Feb 01, 2018","597.75","602.65","603.41","596.41","-0.76%"
"Jan 31, 2018","602.30","606.82","606.90","600.56","-0.75%"
"Jan 30, 2018","606.84","603.60","608.27","601.20","0.54%"
"Jan 29, 2018","603.57","602.60","605.90","602.60","0.13%"
"Jan 26, 2018","602.80","599.53","603.00","597.53","0.51%"
"Jan 25, 2018","599.75","603.23","603.23","598.38","-0.50%"
"Jan 24, 2018","602.75","609.23","609.36","602.15","-1.12%"
"Jan 23, 2018","609.58","605.28","610.43","605.28","0.75%"
"Jan 22, 2018","605.05","608.21","608.21","604.46","-0.48%"
